meal_id,cycle_phase,meal_type,meal_name,description,key_nutrients,calories,iron_mg,magnesium_mg,omega3_g,vitamin_c_mg,prep_time_min,dietary_tags
MEAL-0119,menstrual,breakfast,Fortified Cereal with Dried Apricots (Light Version),"Iron-fortified cereal with dried apricots, pumpkin seeds, and almond milk. Easy iron-rich breakfast.",iron;fiber;vitamin_a,413,6.3,88.0,0.72,49.2,13,vegan
MEAL-0120,menstrual,snack,Trail Mix with Dark Chocolate (High Protein),"Almonds, cashews, dried apricots, pumpkin seeds, and dark chocolate pieces. Iron and magnesium-rich snack.",iron;magnesium;healthy_fats,240,8.2,63.1,0.49,43.2,5,vegan
MEAL-0121,menstrual,snack,Ginger Tea with Honey (Quick Prep),Fresh ginger steeped in hot water with raw honey and lemon. Soothes cramps and aids digestion.,antioxidants;anti_inflammatory,174,7.8,66.6,0.95,27.6,5,vegetarian
MEAL-0122,menstrual,snack,Beetroot Hummus with Veggies (Family Size),Roasted beetroot blended with chickpeas and tahini. Served with carrot and cucumber sticks. Rich in iron and folate.,iron;folate;fiber,110,5.1,83.3,1.19,18.4,6,vegan
MEAL-0123,menstrual,snack,Warm Cinnamon Apple Slices (Low Carb),Sliced apple baked with cinnamon and a drizzle of almond butter. Provides fiber and comfort.,fiber;vitamin_c;healthy_fats,244,8.7,108.0,0.78,30.4,10,vegan
MEAL-0124,menstrual,snack,Energy Date Balls (Seasonal),"Dates, cacao, almond butter, and rolled oats blended and rolled. Natural sugar and iron boost.",iron;magnesium;fiber,202,5.0,94.3,0.78,19.4,15,vegan
MEAL-0125,menstrual,snack,Molasses and Tahini Dip (Light Version),"Blackstrap molasses mixed with tahini and sesame seeds. Extremely high in iron, served with crackers.",iron;calcium;magnesium,176,4.7,92.4,1.07,45.6,12,vegan
MEAL-0126,menstrual,snack,Spinach and Cheese Muffin (High Protein),"Mini muffins with spinach and cheddar. Warm, comforting, iron-containing snack.",iron;calcium;protein,258,6.2,90.7,0.99,32.4,13,vegetarian
MEAL-0127,menstrual,lunch,Lentil and Kale Soup (Quick Prep),"Hearty red lentil soup with kale, tomatoes, cumin, and turmeric. A warming, iron-rich meal that fights inflammation.",iron;fiber;vitamin_c,510,6.6,83.9,0.52,48.8,29,vegan
MEAL-0128,menstrual,lunch,Salmon Teriyaki Rice Bowl (Family Size),"Grilled salmon with brown rice, edamame, and steamed broccoli. Excellent omega-3 and iron content.",omega3;iron;protein,548,5.9,104.7,0.73,43.1,24,pescatarian;gluten_free
MEAL-0129,menstrual,lunch,Spinach and Chickpea Curry (Low Carb),Chickpeas simmered with spinach in a spiced coconut sauce. Served with basmati rice. Deeply nourishing.,iron;protein;vitamin_c,391,6.2,78.3,0.59,44.5,26,vegan
MEAL-0130,menstrual,lunch,Beef and Broccoli Stir-Fry (Seasonal),"Lean beef strips with broccoli, bell pepper, and sesame. High in heme iron and vitamin C for absorption.",iron;protein;vitamin_c,337,6.4,106.7,1.03,15.9,35,gluten_free;dairy_free
MEAL-0131,menstrual,lunch,Mediterranean Sardine Salad (Light Version),"Sardines on a bed of mixed greens with olives, tomatoes, and lemon vinaigrette. Omega-3 and iron-packed.",omega3;iron;calcium,697,6.8,66.5,0.98,26.1,32,pescatarian;gluten_free
MEAL-0132,menstrual,lunch,Black Bean and Quinoa Bowl (High Protein),"Black beans with quinoa, roasted red pepper, and avocado. Plant-based iron and complete protein.",iron;protein;fiber,683,4.3,89.5,0.79,46.9,25,vegan;gluten_free
MEAL-0133,menstrual,lunch,Liver Pate Sandwich (Quick Prep),Chicken liver pate on wholegrain bread with cornichons and watercress. Highest bioavailable iron source.,iron;vitamin_a;vitamin_b12,519,5.1,55.8,0.53,36.9,19,dairy_free
MEAL-0134,menstrual,dinner,Lamb and Lentil Stew (Family Size),"Slow-cooked lamb with lentils, carrots, and rosemary. Rich in heme iron and warming spices.",iron;protein;zinc,354,5.5,90.3,0.78,25.6,58,gluten_free;dairy_free
MEAL-0135,menstrual,dinner,Baked Salmon with Sweet Potato (Low Carb),Oven-baked salmon fillet with roasted sweet potato and steamed greens. Anti-inflammatory omega-3 powerhouse.,omega3;vitamin_a;iron,718,5.4,68.1,0.66,18.7,44,pescatarian;gluten_free
MEAL-0136,menstrual,dinner,Dark Chocolate Chili Con Carne (Seasonal),Black beans and beef in a rich tomato sauce with a square of dark chocolate. Unique iron and magnesium combination.,iron;magnesium;protein,618,4.4,85.3,0.59,17.4,36,gluten_free
MEAL-0137,menstrual,dinner,Tofu and Mushroom Ramen (Light Version),"Silken tofu in a ginger-miso broth with shiitake mushrooms, nori, and spring onions. Warm and restorative.",iron;protein;vitamin_b12,686,5.0,89.3,1.08,43.4,32,vegan
MEAL-0138,menstrual,dinner,Chicken Liver Pate with Crostini (High Protein),Smooth chicken liver pate with wholegrain crostini and cornichons. Extremely high in bioavailable iron.,iron;vitamin_a;vitamin_b12,432,6.8,69.2,0.53,47.2,60,dairy_free
MEAL-0139,menstrual,dinner,Venison Steak with Red Cabbage (Quick Prep),Pan-seared venison with braised red cabbage and roasted parsnips. Very high in heme iron.,iron;protein;vitamin_c,603,6.3,106.0,0.94,20.0,30,gluten_free;dairy_free
MEAL-0140,menstrual,dinner,Mussels in White Wine Sauce (Family Size),"Mussels steamed in white wine, garlic, and parsley. Served with crusty bread. Rich in iron and B12.",iron;vitamin_b12;omega3,480,7.0,52.5,0.96,39.4,48,pescatarian
MEAL-0141,follicular,breakfast,Protein Pancakes with Berries (Low Carb),"Fluffy pancakes made with protein powder, oats, and eggs. Topped with fresh blueberries and Greek yogurt.",protein;antioxidants;calcium,441,4.3,59.4,0.76,46.7,19,vegetarian
MEAL-0142,follicular,breakfast,Scrambled Eggs with Smoked Turkey (Seasonal),"Free-range eggs scrambled with smoked turkey, cherry tomatoes, and wholegrain toast. High-protein energy start.",protein;vitamin_b12;selenium,466,4.5,63.9,0.51,36.0,19,dairy_free
MEAL-0143,follicular,breakfast,Acai Berry Bowl (Light Version),"Acai blended with banana and topped with granola, strawberries, and coconut flakes. Antioxidant-rich energy bowl.",antioxidants;vitamin_c;fiber,472,3.9,40.3,0.77,27.7,10,vegan
MEAL-0144,follicular,breakfast,Quinoa Breakfast Porridge (High Protein),"Quinoa cooked in almond milk with cinnamon, walnuts, and fresh pear. Complete protein and sustained energy.",protein;fiber;omega3,358,5.2,85.5,0.72,51.6,18,vegan
MEAL-0145,follicular,breakfast,Greek Yogurt Parfait (Quick Prep),"Thick Greek yogurt layered with honey, mixed nuts, and pomegranate seeds. Protein-rich and energizing.",protein;calcium;antioxidants,400,4.3,84.7,0.43,29.8,24,vegetarian;gluten_free
MEAL-0146,follicular,breakfast,Egg White Veggie Scramble (Family Size),"Egg whites with spinach, mushrooms, and bell peppers. Light, high-protein, energizing.",protein;vitamin_c;iron,314,2.7,87.4,0.41,30.2,16,vegetarian;gluten_free
MEAL-0147,follicular,breakfast,Cottage Cheese and Fruit Bowl (Low Carb),"Cottage cheese with fresh peach, walnuts, and a drizzle of honey. Casein protein for sustained energy.",protein;calcium;vitamin_c,334,5.4,92.0,0.52,48.7,13,vegetarian;gluten_free
MEAL-0148,follicular,snack,Boiled Eggs and Cherry Tomatoes (Seasonal),"Two boiled eggs with a handful of cherry tomatoes and sea salt. Simple, protein-packed snack.",protein;vitamin_d;lycopene,163,4.3,96.8,0.26,43.3,15,vegetarian;gluten_free
MEAL-0149,follicular,snack,Berries and Almond Butter (Light Version),Fresh mixed berries with a tablespoon of almond butter. Antioxidants plus healthy fats.,antioxidants;healthy_fats;vitamin_e,164,4.9,51.4,0.71,43.8,8,vegan;gluten_free
MEAL-0150,follicular,snack,Chicken Jerky Strips (High Protein),Lean chicken jerky with cracked pepper. Portable high-protein snack for active days.,protein;iron;zinc,164,4.3,76.8,0.7,56.5,15,gluten_free;dairy_free
MEAL-0151,follicular,snack,Edamame with Sea Salt (Quick Prep),Steamed edamame pods with flaky sea salt. Plant protein and isoflavones.,protein;fiber;isoflavones,184,3.6,53.5,0.63,35.3,15,vegan;gluten_free
MEAL-0152,follicular,snack,Protein Smoothie (Family Size),"Whey protein blended with banana, spinach, and peanut butter. Quick refuel after morning workout.",protein;potassium;iron,161,2.6,66.5,0.68,57.5,11,vegetarian;gluten_free
MEAL-0153,follicular,snack,Turkey Roll-Ups (Low Carb),Sliced turkey breast rolled around cucumber and mustard. Lean protein portable snack.,protein;vitamin_b6;selenium,190,3.7,41.8,0.39,39.6,12,gluten_free;dairy_free
MEAL-0154,follicular,snack,Rice Cake with Tuna (Seasonal),Rice cake topped with canned tuna and a squeeze of lemon. Quick protein hit.,protein;omega3;selenium,172,2.7,44.4,0.67,48.9,8,gluten_free;dairy_free
MEAL-0155,follicular,lunch,Grilled Chicken Quinoa Bowl (Light Version),"Grilled chicken breast on a bed of quinoa with avocado, black beans, corn, and lime dressing. Complete balanced meal.",protein;fiber;healthy_fats,568,3.9,83.4,0.76,42.3,40,gluten_free;dairy_free
MEAL-0156,follicular,lunch,Tuna Nicoise Salad (High Protein),"Seared tuna with green beans, boiled egg, olives, and new potatoes. Classic protein-rich lunch.",protein;omega3;vitamin_d,654,2.7,66.9,0.39,42.8,18,pescatarian;gluten_free
MEAL-0157,follicular,lunch,Turkey and Avocado Wrap (Quick Prep),"Sliced turkey with avocado, lettuce, and mustard in a wholegrain wrap. Lean protein with healthy fats.",protein;healthy_fats;fiber,499,2.5,81.6,0.39,36.9,21,dairy_free
MEAL-0158,follicular,lunch,Egg Fried Rice with Vegetables (Family Size),"Brown rice stir-fried with eggs, peas, carrots, and spring onions. Quick, energizing, protein-rich.",protein;fiber;vitamin_a,377,5.0,75.1,0.73,50.3,27,vegetarian;dairy_free
MEAL-0159,follicular,lunch,Chicken Caesar Salad (Low Carb),"Grilled chicken on romaine lettuce with parmesan, croutons, and Caesar dressing. Satisfying protein lunch.",protein;calcium;vitamin_k,558,5.3,79.8,0.67,42.8,30,omnivore
MEAL-0160,follicular,lunch,Prawn Stir-Fry Noodles (Seasonal),"King prawns with rice noodles, pak choi, and chili. Light, protein-rich, energizing.",protein;omega3;vitamin_c,456,5.2,44.4,0.74,59.1,19,pescatarian;dairy_free
MEAL-0161,follicular,lunch,Greek Chicken Souvlaki Bowl (Light Version),"Marinated chicken with tzatziki, tomato, cucumber, and wholegrain pitta. Mediterranean protein bowl.",protein;calcium;vitamin_c,473,3.3,93.9,0.49,24.9,34,omnivore
MEAL-0162,follicular,dinner,Grilled Steak with Asparagus (High Protein),Lean sirloin steak with roasted asparagus and sweet potato wedges. Iron and protein to fuel active phases.,protein;iron;vitamin_b6,684,4.2,83.7,0.56,27.1,57,gluten_free;dairy_free
MEAL-0163,follicular,dinner,Chicken Stir-Fry with Cashews (Quick Prep),"Chicken breast stir-fried with bell peppers, snap peas, and cashew nuts in a light soy sauce.",protein;vitamin_c;healthy_fats,616,2.7,77.8,0.61,57.1,33,dairy_free
MEAL-0164,follicular,dinner,Baked Cod with Herbed Couscous (Family Size),"Cod fillet baked with lemon and herbs, served with fluffy couscous and roasted vegetables.",protein;omega3;fiber,436,4.6,46.1,0.37,44.3,48,pescatarian;dairy_free
MEAL-0165,follicular,dinner,Turkey Meatballs with Pasta (Low Carb),Lean turkey meatballs in marinara sauce over wholegrain pasta. High protein recovery meal.,protein;lycopene;fiber,570,3.6,55.3,0.47,43.2,31,dairy_free
MEAL-0166,follicular,dinner,Prawn and Vegetable Curry (Seasonal),"King prawns in a light coconut curry with spinach, chickpeas, and basmati rice. Lean protein with warming spices.",protein;omega3;iron,363,4.7,79.4,0.28,41.9,34,pescatarian;gluten_free
MEAL-0167,follicular,dinner,Chicken and Sweet Potato Bake (Light Version),"Chicken thighs roasted with sweet potato, red onion, and rosemary. Simple one-tray protein dinner.",protein;vitamin_a;vitamin_b6,571,4.8,70.3,0.64,47.5,55,gluten_free;dairy_free
MEAL-0168,follicular,dinner,Salmon Pasta Bake (High Protein),"Flaked salmon with wholegrain pasta, spinach, and a light cheese sauce. Omega-3 and protein combination.",protein;omega3;calcium,404,4.7,55.9,0.45,25.8,28,pescatarian
MEAL-0169,ovulation,breakfast,Green Goddess Smoothie (Quick Prep),"Kale, spinach, banana, flaxseed, and green apple blended with coconut water. Antioxidant and zinc-rich start.",antioxidants;zinc;fiber,389,2.1,89.8,0.47,55.5,21,vegan;gluten_free
MEAL-0170,ovulation,breakfast,Avocado Toast with Pumpkin Seeds (Family Size),"Sourdough toast with mashed avocado, pumpkin seeds, and a squeeze of lime. Zinc and healthy fats.",zinc;healthy_fats;vitamin_e,476,4.7,68.8,0.74,67.0,10,vegan
MEAL-0171,ovulation,breakfast,Nut and Seed Granola Bowl (Low Carb),"Homemade granola with almonds, sunflower seeds, and hemp hearts over coconut yogurt. Zinc and antioxidant-packed.",zinc;vitamin_e;fiber,516,2.8,90.8,0.88,52.4,15,vegan
MEAL-0172,ovulation,breakfast,Smoked Salmon Bagel (Seasonal),"Wholegrain bagel with smoked salmon, cream cheese, capers, and red onion. Omega-3 and zinc combination.",omega3;zinc;protein,521,2.0,76.0,0.76,34.9,20,pescatarian
MEAL-0173,ovulation,breakfast,Spinach and Mushroom Frittata (Light Version),"Eggs baked with spinach, mushrooms, and goat cheese. Rich in zinc and B vitamins.",zinc;vitamin_b12;iron,432,3.7,100.3,0.68,53.0,20,vegetarian;gluten_free
MEAL-0174,ovulation,breakfast,Pumpkin Seed Butter on Toast (High Protein),Wholegrain toast with pumpkin seed butter and sliced banana. High zinc plant-based breakfast.,zinc;magnesium;fiber,273,3.9,59.3,0.57,51.5,13,vegan
MEAL-0175,ovulation,breakfast,Shellfish Omelette (Quick Prep),"Omelette with crab meat, chives, and a side of mixed greens. Extremely high zinc content.",zinc;protein;omega3,324,3.1,85.3,0.36,34.4,18,pescatarian;gluten_free
MEAL-0176,ovulation,snack,Oyster Mushroom Crisps (Family Size),Baked oyster mushroom slices seasoned with nutritional yeast and garlic. Zinc-rich plant-based snack.,zinc;vitamin_b12;fiber,184,4.6,48.5,0.51,39.9,12,vegan;gluten_free
MEAL-0177,ovulation,snack,Mixed Nuts and Seeds (Low Carb),"Brazil nuts, pumpkin seeds, sunflower seeds, and walnuts. Selenium, zinc, and omega-3.",zinc;selenium;omega3,185,3.0,52.5,0.51,40.9,8,vegan;gluten_free
MEAL-0178,ovulation,snack,Kale Chips with Tahini (Seasonal),Baked kale chips drizzled with lemon tahini. Antioxidants and minerals.,antioxidants;calcium;zinc,216,3.3,56.7,0.33,45.8,15,vegan;gluten_free
MEAL-0179,ovulation,snack,Cucumber and Sesame Bites (Light Version),"Cucumber rounds topped with sesame paste, sesame seeds, and a pinch of chili. Refreshing zinc snack.",zinc;calcium;fiber,122,4.7,51.2,0.83,37.7,13,vegan;gluten_free
MEAL-0180,ovulation,snack,Pomegranate and Pistachio Mix (High Protein),Fresh pomegranate seeds with shelled pistachios. Antioxidant and zinc combination.,antioxidants;zinc;vitamin_c,172,4.9,55.6,0.57,64.1,8,vegan;gluten_free
MEAL-0181,ovulation,snack,Cashew and Cacao Bites (Quick Prep),Cashews blended with raw cacao and rolled in coconut. Zinc and antioxidant energy bites.,zinc;magnesium;antioxidants,132,2.1,73.8,0.66,46.8,13,vegan;gluten_free
MEAL-0182,ovulation,snack,Seaweed Snack Pack (Family Size),"Roasted nori sheets with sesame oil. Rich in zinc, iodine, and minerals.",zinc;iodine;iron,232,2.2,98.4,0.77,47.5,10,vegan;gluten_free
MEAL-0183,ovulation,lunch,Prawn and Avocado Salad (Low Carb),"Tiger prawns with avocado, mixed leaves, mango, and lime dressing. High in zinc and healthy fats.",zinc;omega3;vitamin_c,370,2.6,51.1,0.41,32.1,16,pescatarian;gluten_free
MEAL-0184,ovulation,lunch,Spinach and Walnut Pesto Pasta (Seasonal),Wholegrain pasta with homemade spinach-walnut pesto and cherry tomatoes. Plant-based zinc and antioxidants.,zinc;omega3;antioxidants,454,2.4,108.2,0.44,26.4,27,vegetarian
MEAL-0185,ovulation,lunch,Grilled Lamb Chop Salad (Light Version),"Herb-crusted lamb chop on a bed of rocket, pomegranate, and feta. Excellent zinc and iron source.",zinc;iron;protein,436,3.9,105.9,0.33,43.0,33,gluten_free
MEAL-0186,ovulation,lunch,Sushi Bowl with Edamame (High Protein),"Brown rice sushi bowl with salmon, edamame, avocado, and nori. Zinc and omega-3 from multiple sources.",zinc;omega3;protein,572,3.1,93.1,0.8,58.1,29,pescatarian;gluten_free
MEAL-0187,ovulation,lunch,Roasted Beetroot and Goat Cheese Salad (Quick Prep),"Roasted beetroot with goat cheese, walnuts, and balsamic glaze on mixed greens. Antioxidant-rich.",antioxidants;zinc;healthy_fats,377,4.3,98.0,0.59,63.6,22,vegetarian;gluten_free
MEAL-0188,ovulation,lunch,Crab and Corn Chowder (Family Size),Creamy crab and sweetcorn soup with fresh dill. One of the highest zinc lunches.,zinc;protein;vitamin_b12,328,2.7,96.9,0.73,35.1,40,pescatarian;gluten_free
MEAL-0189,ovulation,lunch,Chickpea and Pumpkin Seed Salad (Low Carb),"Roasted chickpeas with pumpkin seeds, spinach, and tahini dressing. Plant-based zinc lunch.",zinc;fiber;iron,493,3.3,107.5,0.48,66.7,16,vegan;gluten_free
MEAL-0190,ovulation,dinner,Grilled Oysters with Lemon (Seasonal),Fresh oysters grilled with garlic butter and lemon. The highest natural source of zinc available.,zinc;omega3;vitamin_b12,409,4.6,102.6,0.69,68.3,60,pescatarian;gluten_free
MEAL-0191,ovulation,dinner,Roasted Chicken with Root Vegetables (Light Version),"Whole roasted chicken thigh with parsnips, carrots, and Brussels sprouts. Zinc and vitamin-rich dinner.",zinc;protein;vitamin_a,590,4.1,71.6,0.72,43.9,57,gluten_free;dairy_free
MEAL-0192,ovulation,dinner,Sesame-Crusted Tuna Steak (High Protein),"Seared tuna steak with sesame crust, bok choy, and soba noodles. Zinc and omega-3 combination.",zinc;omega3;protein,428,4.0,70.5,0.83,55.3,28,pescatarian;dairy_free
MEAL-0193,ovulation,dinner,Stuffed Bell Peppers (Quick Prep),"Bell peppers stuffed with quinoa, black beans, corn, and pumpkin seeds. Plant-based zinc and fiber.",zinc;fiber;protein,662,2.9,106.8,0.66,50.2,43,vegan;gluten_free
MEAL-0194,ovulation,dinner,Lamb Kofta with Tabbouleh (Family Size),Spiced lamb kofta with fresh parsley tabbouleh and tzatziki. Zinc-rich Middle Eastern dinner.,zinc;protein;vitamin_c,571,2.7,65.4,0.68,45.1,56,omnivore
MEAL-0195,ovulation,dinner,Crab Linguine (Low Carb),"Fresh crab meat tossed with linguine, chili, garlic, and parsley. Luxurious zinc-rich pasta.",zinc;protein;omega3,625,2.7,76.7,0.68,32.3,24,pescatarian;dairy_free
MEAL-0196,ovulation,dinner,Beef and Cashew Stir-Fry (Seasonal),"Beef strips with cashews, broccoli, and oyster sauce over jasmine rice. Double zinc from beef and cashews.",zinc;protein;iron,438,3.7,66.1,0.5,63.0,42,dairy_free
MEAL-0197,luteal,breakfast,Sweet Potato and Banana Smoothie (Light Version),"Baked sweet potato, banana, almond milk, and cinnamon blended smooth. Complex carbs and magnesium for PMS support.",magnesium;vitamin_b6;potassium,504,2.2,126.2,0.65,15.5,24,vegan;gluten_free
MEAL-0198,luteal,breakfast,Banana Oat Pancakes (High Protein),Mashed banana pancakes with oats and topped with almond butter and sliced banana. B6 and magnesium-rich.,vitamin_b6;magnesium;fiber,410,3.8,66.9,0.68,15.9,16,vegan
MEAL-0199,luteal,breakfast,Brown Rice Pudding with Cardamom (Quick Prep),"Brown rice slow-cooked with oat milk, cardamom, and topped with pistachios. Complex carbs for mood stability.",magnesium;fiber;calcium,473,3.9,117.0,0.56,36.1,11,vegan;gluten_free
MEAL-0200,luteal,breakfast,Chickpea Flour Pancakes (Socca) (Family Size),Savory chickpea flour pancakes with roasted vegetables and tahini. Magnesium and B6 from chickpeas.,magnesium;vitamin_b6;protein,435,4.0,74.7,0.24,28.9,17,vegan;gluten_free
MEAL-0201,luteal,breakfast,Warm Millet Porridge (Low Carb),"Millet cooked with coconut milk, dates, and walnuts. High in magnesium and B vitamins.",magnesium;vitamin_b6;omega3,516,3.3,137.7,0.4,40.8,21,vegan;gluten_free
MEAL-0202,luteal,breakfast,Buckwheat Crepes with Banana (Seasonal),Buckwheat crepes filled with sliced banana and almond butter. Magnesium-rich and satisfying.,magnesium;vitamin_b6;fiber,526,2.6,126.8,0.58,17.2,14,vegan;gluten_free
MEAL-0203,luteal,breakfast,Avocado and Black Bean Breakfast Tacos (Light Version),"Corn tortillas with black beans, avocado, and salsa. Magnesium from beans and avocado.",magnesium;fiber;vitamin_b6,346,3.5,66.3,0.3,27.7,17,vegan;gluten_free
MEAL-0204,luteal,snack,Dark Chocolate and Banana (High Protein),A square of 85% dark chocolate with a ripe banana. Magnesium and potassium to ease PMS tension.,magnesium;potassium;antioxidants,258,4.0,134.6,0.4,39.5,9,vegan;gluten_free
MEAL-0205,luteal,snack,Roasted Chickpeas (Quick Prep),"Crispy roasted chickpeas with cumin and paprika. Magnesium, B6, and satisfying crunch.",magnesium;vitamin_b6;fiber,224,3.3,130.0,0.5,16.9,11,vegan;gluten_free
MEAL-0206,luteal,snack,Yogurt with Sunflower Seeds (Family Size),Greek yogurt topped with sunflower seeds and a drizzle of honey. Calcium and magnesium.,calcium;magnesium;protein,239,4.3,85.9,0.76,30.7,14,vegetarian;gluten_free
MEAL-0207,luteal,snack,Banana and Walnut Muffin (Low Carb),"Wholegrain muffin with banana and walnuts. Complex carbs, B6, and omega-3.",vitamin_b6;omega3;fiber,277,2.0,118.5,0.7,28.9,7,vegetarian
MEAL-0208,luteal,snack,Chamomile Tea with Almond Milk (Seasonal),Soothing chamomile tea with warm almond milk and a pinch of cinnamon. Calming and magnesium-supportive.,magnesium;calcium;antioxidants,180,4.1,110.5,0.67,41.9,11,vegan;gluten_free
MEAL-0209,luteal,snack,Pumpkin Seed Clusters (Light Version),"Clusters of pumpkin seeds, oats, and dark chocolate. Magnesium and tryptophan for calm.",magnesium;tryptophan;fiber,122,4.2,115.0,0.61,25.5,12,vegan
MEAL-0210,luteal,snack,Frozen Banana Bites (High Protein),"Banana slices dipped in dark chocolate and frozen. Sweet, magnesium-rich treat.",magnesium;potassium;antioxidants,265,2.6,77.1,0.37,29.7,9,vegan;gluten_free
MEAL-0211,luteal,lunch,Sweet Potato and Black Bean Bowl (Quick Prep),"Roasted sweet potato with black beans, quinoa, and avocado lime dressing. Complex carbs and magnesium.",magnesium;vitamin_b6;fiber,363,4.4,78.0,0.47,26.1,21,vegan;gluten_free
MEAL-0212,luteal,lunch,Chickpea and Brown Rice Salad (Family Size),"Chickpeas with brown rice, roasted peppers, and lemon-tahini dressing. B6 and magnesium-rich.",vitamin_b6;magnesium;protein,503,2.1,65.1,0.69,29.1,18,vegan;gluten_free
MEAL-0213,luteal,lunch,Turkey and Sweet Potato Wrap (Low Carb),Sliced turkey with mashed sweet potato and spinach in a wholegrain wrap. B6 and complex carbs.,vitamin_b6;magnesium;protein,695,4.0,118.5,0.71,34.2,31,dairy_free
MEAL-0214,luteal,lunch,Mushroom and Barley Soup (Seasonal),"Hearty mushroom soup with pearl barley, thyme, and root vegetables. Warming, magnesium-rich comfort food.",magnesium;fiber;vitamin_d,737,3.5,149.3,0.8,35.9,34,vegan
MEAL-0215,luteal,lunch,Baked Falafel Bowl (Light Version),"Baked falafel with brown rice, pickled turnip, hummus, and tabbouleh. Magnesium and B6 from chickpeas.",magnesium;vitamin_b6;fiber,517,2.8,144.6,0.32,34.2,31,vegan
MEAL-0216,luteal,lunch,Lentil Dhal with Wholegrain Naan (High Protein),"Yellow lentil dhal with spinach, served with wholegrain naan. Magnesium and B6 from lentils.",magnesium;vitamin_b6;iron,500,3.0,114.1,0.22,43.4,40,vegan
MEAL-0217,luteal,lunch,Brown Rice Sushi Rolls (Quick Prep),"Vegetable sushi with brown rice, avocado, and cucumber. Magnesium from brown rice and seaweed.",magnesium;fiber;iodine,628,2.4,79.3,0.8,39.8,34,vegan
MEAL-0218,luteal,dinner,Banana Curry with Brown Rice (Family Size),Ripe banana and chickpea curry in coconut milk with turmeric. Served over brown rice. B6 and magnesium.,vitamin_b6;magnesium;potassium,812,3.0,125.2,0.43,34.0,48,vegan;gluten_free
MEAL-0219,luteal,dinner,Stuffed Sweet Potatoes (Low Carb),"Sweet potatoes stuffed with black beans, corn, avocado, and lime crema. Complex carbs and magnesium-rich.",magnesium;vitamin_b6;fiber,418,3.2,84.1,0.26,21.8,55,vegan;gluten_free
MEAL-0220,luteal,dinner,Salmon with Brown Rice and Broccoli (Seasonal),"Baked salmon with brown rice and steamed broccoli. Omega-3, magnesium, and B6 in one plate.",omega3;magnesium;vitamin_b6,385,2.7,96.7,0.58,22.9,42,pescatarian;gluten_free
MEAL-0221,luteal,dinner,Chicken and Chickpea Tagine (Light Version),"Slow-cooked chicken with chickpeas, dried apricots, and warming spices over couscous. B6 and magnesium.",vitamin_b6;magnesium;iron,732,2.3,89.2,0.75,37.6,30,dairy_free
MEAL-0222,luteal,dinner,Pumpkin and Sage Risotto (High Protein),"Arborio rice with roasted pumpkin, sage, and parmesan. Rich in magnesium and complex carbs for mood support.",magnesium;vitamin_a;calcium,606,4.3,68.9,0.79,24.5,31,vegetarian;gluten_free
MEAL-0223,luteal,dinner,Black Bean Enchiladas (Quick Prep),"Corn tortillas stuffed with black beans, sweet potato, and cheese. Magnesium and complex carbs.",magnesium;vitamin_b6;calcium,828,3.3,85.1,0.32,39.4,42,vegetarian;gluten_free
MEAL-0224,luteal,dinner,Tofu and Vegetable Pad Thai (Family Size),"Rice noodles with tofu, bean sprouts, peanuts, and lime. Magnesium from tofu and peanuts.",magnesium;protein;vitamin_b6,700,2.7,91.6,0.4,39.0,41,vegan
MEAL-0225,menstrual,breakfast,Iron-Boosted Spinach Omelette (Low Carb),"Eggs scrambled with baby spinach, cherry tomatoes, and feta cheese. Rich in iron and protein to support energy during menstruation.",iron;protein;folate,557,7.3,115.0,0.7,31.6,25,vegetarian
MEAL-0226,menstrual,breakfast,Dark Chocolate Overnight Oats (Seasonal),"Rolled oats soaked in oat milk with dark chocolate chips, chia seeds, and banana. Provides magnesium and slow-release energy.",magnesium;iron;fiber,389,5.8,68.7,1.1,22.0,12,vegan
MEAL-0227,menstrual,breakfast,Ginger Turmeric Smoothie Bowl (Light Version),"Blended mango, banana, ginger, and turmeric with almond milk. Topped with pumpkin seeds and hemp hearts. Anti-inflammatory and soothing.",vitamin_c;iron;omega3,351,4.5,83.3,0.96,33.7,15,vegan
MEAL-0228,menstrual,breakfast,Lentil and Spinach Breakfast Bowl (High Protein),"Red lentils cooked with spinach, cumin, and topped with a poached egg. A warming iron-rich start to the day.",iron;protein;fiber,323,8.5,58.9,0.43,23.1,12,vegetarian
MEAL-0229,menstrual,breakfast,Salmon Avocado Toast (Quick Prep),"Smoked salmon on wholegrain toast with avocado, lemon, and black pepper. High in omega-3 for anti-inflammatory support.",omega3;protein;vitamin_d,428,4.7,56.0,0.76,32.0,14,pescatarian
MEAL-0230,menstrual,breakfast,Beetroot and Berry Smoothie (Family Size),"Beetroot, mixed berries, flaxseed, and oat milk blended. Iron-boosting and refreshing morning drink.",iron;antioxidants;fiber,542,7.2,91.4,0.59,36.2,10,vegan
MEAL-0231,menstrual,breakfast,Fortified Cereal with Dried Apricots (Low Carb),"Iron-fortified cereal with dried apricots, pumpkin seeds, and almond milk. Easy iron-rich breakfast.",iron;fiber;vitamin_a,304,4.5,52.6,0.64,25.2,10,vegan
MEAL-0232,menstrual,snack,Trail Mix with Dark Chocolate (Seasonal),"Almonds, cashews, dried apricots, pumpkin seeds, and dark chocolate pieces. Iron and magnesium-rich snack.",iron;magnesium;healthy_fats,216,6.2,85.6,0.79,23.4,11,vegan
