meal_id,food_name,grams,ingredient_role,is_primary
MEAL-0397,Oats,120.0,grain,false
MEAL-0398,"Bread, rye",120.0,grain,true
MEAL-0398,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,false
MEAL-0398,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0398,"Bananas, raw",90.0,fruit,false
MEAL-0399,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0399,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0399,Oats,120.0,grain,false
MEAL-0399,"Bananas, raw",90.0,fruit,false
MEAL-0400,"Mushrooms, raw, white",80.0,veg,true
MEAL-0400,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0400,"Quinoa, cooked",120.0,grain,false
MEAL-0401,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0401,"Quinoa, cooked",120.0,grain,false
MEAL-0401,"Spinach, raw",80.0,veg,false
MEAL-0402,"Kale, raw",80.0,veg,true
MEAL-0402,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,false
MEAL-0402,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0402,"Quinoa, cooked",120.0,grain,false
MEAL-0403,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,true
MEAL-0403,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0403,"Quinoa, cooked",120.0,grain,false
MEAL-0403,"Spinach, raw",80.0,veg,false
MEAL-0404,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0404,"Quinoa, cooked",120.0,grain,false
MEAL-0404,"Spinach, raw",80.0,veg,false
MEAL-0405,"Nuts, raw, cashew nuts",20.0,nut,true
MEAL-0405,"Cocoa, unsweetened, dry powder",8.0,extra,false
MEAL-0405,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0405,"Quinoa, cooked",120.0,grain,false
MEAL-0405,"Spinach, raw",80.0,veg,false
MEAL-0406,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0406,"Quinoa, cooked",120.0,grain,false
MEAL-0406,"Spinach, raw",80.0,veg,false
MEAL-0407,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0407,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0407,"Quinoa, cooked",120.0,grain,false
MEAL-0408,"Pasta, cooked, whole-wheat",120.0,grain,true
MEAL-0408,"Spinach, raw",80.0,veg,false
MEAL-0408,"Nuts, english, walnuts",20.0,nut,false
MEAL-0408,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0409,"Lamb, raw, ground",120.0,protein,true
MEAL-0409,"Quinoa, cooked",120.0,grain,false
MEAL-0409,"Spinach, raw",80.0,veg,false
MEAL-0410,"Edamame, prepared, frozen",150.0,protein_veg,true
MEAL-0410,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0410,"Spinach, raw",80.0,veg,false
MEAL-0411,Oats,120.0,grain,true
MEAL-0411,"Beets, raw",80.0,veg,false
MEAL-0411,"Cheese, soft type, goat",30.0,dairy,false
MEAL-0411,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0412,"Crustaceans, raw, blue, crab",90.0,protein,true
MEAL-0412,"Corn, raw, white, sweet",80.0,veg,false
MEAL-0412,"Quinoa, cooked",120.0,grain,false
MEAL-0413,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0413,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,false
MEAL-0413,"Quinoa, cooked",120.0,grain,false
MEAL-0413,"Spinach, raw",80.0,veg,false
MEAL-0414,"Mollusks, raw, Pacific, oyster",90.0,protein,true
MEAL-0414,"Quinoa, cooked",120.0,grain,false
MEAL-0414,"Spinach, raw",80.0,veg,false
MEAL-0415,"Chicken, raw, ground",120.0,protein,true
MEAL-0415,"Carrots, raw",80.0,veg,false
MEAL-0415,"Quinoa, cooked",120.0,grain,false
MEAL-0416,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0416,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,false
MEAL-0416,"Quinoa, cooked",120.0,grain,false
MEAL-0416,"Spinach, raw",80.0,veg,false
MEAL-0417,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0417,"Quinoa, cooked",120.0,grain,false
MEAL-0418,"Lamb, raw, ground",120.0,protein,true
MEAL-0418,"Couscous, dry",120.0,grain,false
MEAL-0418,"Spinach, raw",80.0,veg,false
MEAL-0419,"Crustaceans, raw, blue, crab",90.0,protein,true
MEAL-0419,"Pasta, cooked, whole-wheat",120.0,grain,false
MEAL-0419,"Spinach, raw",80.0,veg,false
MEAL-0420,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0420,"Nuts, raw, cashew nuts",20.0,nut,false
MEAL-0420,"Quinoa, cooked",120.0,grain,false
MEAL-0420,"Spinach, raw",80.0,veg,false
MEAL-0421,"Sweet potato, unprepared, raw",80.0,veg,true
MEAL-0421,"Potatoes, skin, raw",80.0,veg,false
MEAL-0421,"Bananas, raw",90.0,fruit,false
MEAL-0421,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0421,Oats,120.0,grain,false
MEAL-0422,Oats,120.0,grain,true
MEAL-0422,"Bananas, raw",90.0,fruit,false
MEAL-0422,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0423,"Rice, raw, long-grain, brown",120.0,grain,true
MEAL-0423,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0423,"Bananas, raw",90.0,fruit,false
MEAL-0424,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0424,Oats,120.0,grain,false
MEAL-0424,"Bananas, raw",90.0,fruit,false
MEAL-0425,Oats,120.0,grain,true
MEAL-0425,Millet flour,120.0,grain,false
MEAL-0425,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0425,"Bananas, raw",90.0,fruit,false
MEAL-0426,"Buckwheat groats, dry, roasted",120.0,grain,true
MEAL-0426,"Bananas, raw",90.0,fruit,false
MEAL-0426,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0427,"Beans, raw, mature seeds, black",150.0,protein_veg,true
MEAL-0427,"Tortillas, corn, ready-to-bake or -fry",120.0,grain,false
MEAL-0427,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0428,"Bananas, raw",90.0,fruit,true
MEAL-0428,"Cocoa, unsweetened, dry powder",8.0,extra,false
MEAL-0428,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0428,"Quinoa, cooked",120.0,grain,false
MEAL-0429,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0429,"Quinoa, cooked",120.0,grain,false
MEAL-0429,"Spinach, raw",80.0,veg,false
MEAL-0430,"Yogurt, nonfat, plain, Greek",150.0,dairy,true
MEAL-0430,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0430,"Quinoa, cooked",120.0,grain,false
MEAL-0430,"Spinach, raw",80.0,veg,false
MEAL-0431,"Bananas, raw",90.0,fruit,true
MEAL-0431,"Nuts, english, walnuts",20.0,nut,false
MEAL-0431,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0431,"Quinoa, cooked",120.0,grain,false
MEAL-0432,"Nuts, almonds",20.0,nut,true
MEAL-0432,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0432,"Quinoa, cooked",120.0,grain,false
MEAL-0432,"Spinach, raw",80.0,veg,false
MEAL-0433,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,true
MEAL-0433,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0433,"Quinoa, cooked",120.0,grain,false
MEAL-0433,"Spinach, raw",80.0,veg,false
MEAL-0434,"Bananas, raw",90.0,fruit,true
MEAL-0434,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0434,"Quinoa, cooked",120.0,grain,false
MEAL-0435,"Beans, raw, mature seeds, black",150.0,protein_veg,true
MEAL-0435,"Sweet potato, unprepared, raw",80.0,veg,false
MEAL-0435,"Potatoes, skin, raw",80.0,veg,false
MEAL-0435,"Quinoa, cooked",120.0,grain,false
MEAL-0436,"Rice, raw, long-grain, brown",120.0,grain,true
MEAL-0436,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,false
MEAL-0436,"Spinach, raw",80.0,veg,false
MEAL-0437,"Ground turkey, raw",120.0,protein,true
MEAL-0437,"Tortillas, corn, ready-to-bake or -fry",120.0,grain,false
MEAL-0001,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0001,"Spinach, raw",80.0,veg,false
MEAL-0001,Oats,120.0,grain,false
MEAL-0002,Oats,120.0,grain,true
MEAL-0002,"Cocoa, unsweetened, dry powder",8.0,extra,false
MEAL-0002,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0002,"Bananas, raw",90.0,fruit,false
MEAL-0003,"Ginger root, raw",8.0,extra,true
MEAL-0003,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0003,Oats,120.0,grain,false
MEAL-0003,"Bananas, raw",90.0,fruit,false
MEAL-0004,"Lentils, raw",150.0,protein_veg,true
MEAL-0004,"Spinach, raw",80.0,veg,false
MEAL-0004,Oats,120.0,grain,false
MEAL-0005,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0005,"Bread, rye",120.0,grain,false
MEAL-0005,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0006,"Beets, raw",80.0,veg,true
MEAL-0006,"Blueberries, raw",90.0,fruit,false
MEAL-0006,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0006,Oats,120.0,grain,false
MEAL-0007,"Apricots, raw",90.0,fruit,true
MEAL-0007,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0007,Oats,120.0,grain,false
MEAL-0008,"Cocoa, unsweetened, dry powder",8.0,extra,true
MEAL-0008,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0008,"Quinoa, cooked",120.0,grain,false
MEAL-0008,"Spinach, raw",80.0,veg,false
MEAL-0009,"Ginger root, raw",8.0,extra,true
MEAL-0009,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0009,"Quinoa, cooked",120.0,grain,false
MEAL-0009,"Spinach, raw",80.0,veg,false
MEAL-0010,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0010,"Beets, raw",80.0,veg,false
MEAL-0010,"Quinoa, cooked",120.0,grain,false
MEAL-0011,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0011,"Quinoa, cooked",120.0,grain,false
MEAL-0011,"Spinach, raw",80.0,veg,false
MEAL-0012,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0012,"Quinoa, cooked",120.0,grain,false
MEAL-0012,"Spinach, raw",80.0,veg,false
MEAL-0013,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,true
MEAL-0013,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0013,"Quinoa, cooked",120.0,grain,false
MEAL-0013,"Spinach, raw",80.0,veg,false
MEAL-0014,"Spinach, raw",80.0,veg,true
MEAL-0014,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0014,"Quinoa, cooked",120.0,grain,false
MEAL-0015,"Lentils, raw",150.0,protein_veg,true
MEAL-0015,"Kale, raw",80.0,veg,false
MEAL-0015,"Quinoa, cooked",120.0,grain,false
MEAL-0016,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0016,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0016,"Spinach, raw",80.0,veg,false
MEAL-0017,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0017,"Spinach, raw",80.0,veg,false
MEAL-0017,"Quinoa, cooked",120.0,grain,false
MEAL-0018,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0018,"Broccoli, raw",80.0,veg,false
MEAL-0018,"Quinoa, cooked",120.0,grain,false
MEAL-0019,"Fish, drained solids with bone, canned in oil, Atlantic, sardine",90.0,protein,true
MEAL-0019,"Quinoa, cooked",120.0,grain,false
MEAL-0019,"Spinach, raw",80.0,veg,false
MEAL-0020,"Beans, raw, mature seeds, black",150.0,protein_veg,true
MEAL-0020,"Quinoa, cooked",120.0,grain,false
MEAL-0020,"Spinach, raw",80.0,veg,false
MEAL-0021,"Chicken, raw, all classes, liver",120.0,protein,true
MEAL-0021,"Bread, rye",120.0,grain,false
MEAL-0021,"Spinach, raw",80.0,veg,false
MEAL-0022,"Lamb, raw, ground",120.0,protein,true
MEAL-0022,"Lentils, raw",150.0,protein_veg,false
MEAL-0022,"Quinoa, cooked",120.0,grain,false
MEAL-0022,"Spinach, raw",80.0,veg,false
MEAL-0023,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0023,"Sweet potato, unprepared, raw",80.0,veg,false
MEAL-0023,"Potatoes, skin, raw",80.0,veg,false
MEAL-0023,"Quinoa, cooked",120.0,grain,false
MEAL-0024,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0024,"Cocoa, unsweetened, dry powder",8.0,extra,false
MEAL-0024,"Quinoa, cooked",120.0,grain,false
MEAL-0024,"Spinach, raw",80.0,veg,false
MEAL-0025,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0025,"Rice noodles, cooked",120.0,grain,false
MEAL-0025,"Mushrooms, raw, white",80.0,veg,false
MEAL-0026,"Chicken, raw, ground",120.0,protein,true
MEAL-0026,"Chicken, raw, all classes, liver",120.0,protein,false
MEAL-0026,"Bread, rye",120.0,grain,false
MEAL-0026,"Spinach, raw",80.0,veg,false
MEAL-0027,"Game meat, raw, deer",120.0,protein,true
MEAL-0027,"Beef, raw, ground, grass-fed",120.0,protein,false
MEAL-0027,"Cabbage, raw",80.0,veg,false
MEAL-0027,"Quinoa, cooked",120.0,grain,false
MEAL-0028,"Mollusks, raw, blue, mussel",90.0,protein,true
MEAL-0028,"Quinoa, cooked",120.0,grain,false
MEAL-0028,"Spinach, raw",80.0,veg,false
MEAL-0029,Oats,120.0,grain,true
MEAL-0029,"Blueberries, raw",90.0,fruit,false
MEAL-0029,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0030,"Ground turkey, raw",120.0,protein,true
MEAL-0030,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0030,Oats,120.0,grain,false
MEAL-0030,"Bananas, raw",90.0,fruit,false
MEAL-0031,"Blueberries, raw",90.0,fruit,true
MEAL-0031,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0031,Oats,120.0,grain,false
MEAL-0032,Oats,120.0,grain,true
MEAL-0032,"Quinoa, cooked",120.0,grain,false
MEAL-0032,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0032,"Bananas, raw",90.0,fruit,false
MEAL-0033,"Yogurt, nonfat, plain, Greek",150.0,dairy,true
MEAL-0033,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0033,Oats,120.0,grain,false
MEAL-0033,"Bananas, raw",90.0,fruit,false
MEAL-0034,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0034,Oats,120.0,grain,false
MEAL-0034,"Bananas, raw",90.0,fruit,false
MEAL-0035,"Cheese, with vegetables, cottage",150.0,dairy,true
MEAL-0035,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0035,Oats,120.0,grain,false
MEAL-0035,"Bananas, raw",90.0,fruit,false
MEAL-0036,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0036,"Tomatoes, raw, green",80.0,veg,false
MEAL-0036,"Quinoa, cooked",120.0,grain,false
MEAL-0037,"Blueberries, raw",90.0,fruit,true
MEAL-0037,"Nuts, almonds",20.0,nut,false
MEAL-0037,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0037,"Quinoa, cooked",120.0,grain,false
MEAL-0038,"Chicken, raw, ground",120.0,protein,true
MEAL-0038,"Quinoa, cooked",120.0,grain,false
MEAL-0038,"Spinach, raw",80.0,veg,false
MEAL-0039,"Edamame, prepared, frozen",150.0,protein_veg,true
MEAL-0039,"Quinoa, cooked",120.0,grain,false
MEAL-0039,"Spinach, raw",80.0,veg,false
MEAL-0040,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0040,"Quinoa, cooked",120.0,grain,false
MEAL-0040,"Spinach, raw",80.0,veg,false
MEAL-0041,"Ground turkey, raw",120.0,protein,true
MEAL-0041,"Quinoa, cooked",120.0,grain,false
MEAL-0041,"Spinach, raw",80.0,veg,false
MEAL-0042,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0042,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0042,"Spinach, raw",80.0,veg,false
MEAL-0043,"Chicken, raw, ground",120.0,protein,true
MEAL-0043,"Quinoa, cooked",120.0,grain,false
MEAL-0043,"Spinach, raw",80.0,veg,false
MEAL-0044,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0044,"Quinoa, cooked",120.0,grain,false
MEAL-0044,"Spinach, raw",80.0,veg,false
MEAL-0045,"Ground turkey, raw",120.0,protein,true
MEAL-0045,"Tortillas, corn, ready-to-bake or -fry",120.0,grain,false
MEAL-0045,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0046,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0046,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0046,"Spinach, raw",80.0,veg,false
MEAL-0047,"Chicken, raw, ground",120.0,protein,true
MEAL-0047,"Cheese, hard, parmesan",30.0,dairy,false
MEAL-0047,"Quinoa, cooked",120.0,grain,false
MEAL-0047,"Spinach, raw",80.0,veg,false
MEAL-0048,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0048,"Rice noodles, cooked",120.0,grain,false
MEAL-0048,"Spinach, raw",80.0,veg,false
MEAL-0049,"Chicken, raw, ground",120.0,protein,true
MEAL-0049,"Quinoa, cooked",120.0,grain,false
MEAL-0049,"Spinach, raw",80.0,veg,false
MEAL-0050,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0050,"Asparagus, raw",80.0,veg,false
MEAL-0050,"Quinoa, cooked",120.0,grain,false
MEAL-0051,"Chicken, raw, ground",120.0,protein,true
MEAL-0051,"Nuts, raw, cashew nuts",20.0,nut,false
MEAL-0051,"Quinoa, cooked",120.0,grain,false
MEAL-0051,"Spinach, raw",80.0,veg,false
MEAL-0052,"Fish, raw, Atlantic, cod",90.0,protein,true
MEAL-0052,"Couscous, dry",120.0,grain,false
MEAL-0052,"Spinach, raw",80.0,veg,false
MEAL-0053,"Ground turkey, raw",120.0,protein,true
MEAL-0053,"Pasta, cooked, whole-wheat",120.0,grain,false
MEAL-0053,"Spinach, raw",80.0,veg,false
MEAL-0054,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0054,"Quinoa, cooked",120.0,grain,false
MEAL-0054,"Spinach, raw",80.0,veg,false
MEAL-0055,"Chicken, raw, ground",120.0,protein,true
MEAL-0055,"Sweet potato, unprepared, raw",80.0,veg,false
MEAL-0055,"Potatoes, skin, raw",80.0,veg,false
MEAL-0055,"Quinoa, cooked",120.0,grain,false
MEAL-0056,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0056,"Pasta, cooked, whole-wheat",120.0,grain,false
MEAL-0056,"Spinach, raw",80.0,veg,false
MEAL-0057,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0057,Oats,120.0,grain,false
MEAL-0057,"Bananas, raw",90.0,fruit,false
MEAL-0058,"Bread, rye",120.0,grain,true
MEAL-0058,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,false
MEAL-0058,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0058,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0059,Oats,120.0,grain,true
MEAL-0059,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0059,"Bananas, raw",90.0,fruit,false
MEAL-0060,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0060,"Bagels, wheat",120.0,grain,false
MEAL-0060,"Bananas, raw",90.0,fruit,false
MEAL-0061,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0061,"Spinach, raw",80.0,veg,false
MEAL-0061,"Mushrooms, raw, white",80.0,veg,false
MEAL-0061,Oats,120.0,grain,false
MEAL-0062,"Bread, rye",120.0,grain,true
MEAL-0062,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,false
MEAL-0062,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0062,"Bananas, raw",90.0,fruit,false
MEAL-0063,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0063,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0063,Oats,120.0,grain,false
MEAL-0063,"Bananas, raw",90.0,fruit,false
MEAL-0064,"Mushrooms, raw, white",80.0,veg,true
MEAL-0064,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0064,"Quinoa, cooked",120.0,grain,false
MEAL-0065,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0065,"Quinoa, cooked",120.0,grain,false
MEAL-0065,"Spinach, raw",80.0,veg,false
MEAL-0066,"Kale, raw",80.0,veg,true
MEAL-0066,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,false
MEAL-0066,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0066,"Quinoa, cooked",120.0,grain,false
MEAL-0067,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,true
MEAL-0067,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0067,"Quinoa, cooked",120.0,grain,false
MEAL-0067,"Spinach, raw",80.0,veg,false
MEAL-0068,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0068,"Quinoa, cooked",120.0,grain,false
MEAL-0068,"Spinach, raw",80.0,veg,false
MEAL-0069,"Nuts, raw, cashew nuts",20.0,nut,true
MEAL-0069,"Cocoa, unsweetened, dry powder",8.0,extra,false
MEAL-0069,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0069,"Quinoa, cooked",120.0,grain,false
MEAL-0069,"Spinach, raw",80.0,veg,false
MEAL-0070,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0070,"Quinoa, cooked",120.0,grain,false
MEAL-0070,"Spinach, raw",80.0,veg,false
MEAL-0071,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0071,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0071,"Quinoa, cooked",120.0,grain,false
MEAL-0072,"Pasta, cooked, whole-wheat",120.0,grain,true
MEAL-0072,"Spinach, raw",80.0,veg,false
MEAL-0072,"Nuts, english, walnuts",20.0,nut,false
MEAL-0072,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0073,"Lamb, raw, ground",120.0,protein,true
MEAL-0073,"Quinoa, cooked",120.0,grain,false
MEAL-0073,"Spinach, raw",80.0,veg,false
MEAL-0074,"Edamame, prepared, frozen",150.0,protein_veg,true
MEAL-0074,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0074,"Spinach, raw",80.0,veg,false
MEAL-0075,Oats,120.0,grain,true
MEAL-0075,"Beets, raw",80.0,veg,false
MEAL-0075,"Cheese, soft type, goat",30.0,dairy,false
MEAL-0075,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0076,"Crustaceans, raw, blue, crab",90.0,protein,true
MEAL-0076,"Corn, raw, white, sweet",80.0,veg,false
MEAL-0076,"Quinoa, cooked",120.0,grain,false
MEAL-0077,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0077,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,false
MEAL-0077,"Quinoa, cooked",120.0,grain,false
MEAL-0077,"Spinach, raw",80.0,veg,false
MEAL-0078,"Mollusks, raw, Pacific, oyster",90.0,protein,true
MEAL-0078,"Quinoa, cooked",120.0,grain,false
MEAL-0078,"Spinach, raw",80.0,veg,false
MEAL-0079,"Chicken, raw, ground",120.0,protein,true
MEAL-0079,"Carrots, raw",80.0,veg,false
MEAL-0079,"Quinoa, cooked",120.0,grain,false
MEAL-0080,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0080,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,false
MEAL-0080,"Quinoa, cooked",120.0,grain,false
MEAL-0080,"Spinach, raw",80.0,veg,false
MEAL-0081,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0081,"Quinoa, cooked",120.0,grain,false
MEAL-0082,"Lamb, raw, ground",120.0,protein,true
MEAL-0082,"Couscous, dry",120.0,grain,false
MEAL-0082,"Spinach, raw",80.0,veg,false
MEAL-0083,"Crustaceans, raw, blue, crab",90.0,protein,true
MEAL-0083,"Pasta, cooked, whole-wheat",120.0,grain,false
MEAL-0083,"Spinach, raw",80.0,veg,false
MEAL-0084,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0084,"Nuts, raw, cashew nuts",20.0,nut,false
MEAL-0084,"Quinoa, cooked",120.0,grain,false
MEAL-0084,"Spinach, raw",80.0,veg,false
MEAL-0085,"Sweet potato, unprepared, raw",80.0,veg,true
MEAL-0085,"Potatoes, skin, raw",80.0,veg,false
MEAL-0085,"Bananas, raw",90.0,fruit,false
MEAL-0085,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0085,Oats,120.0,grain,false
MEAL-0086,Oats,120.0,grain,true
MEAL-0086,"Bananas, raw",90.0,fruit,false
MEAL-0086,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0087,"Rice, raw, long-grain, brown",120.0,grain,true
MEAL-0087,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0087,"Bananas, raw",90.0,fruit,false
MEAL-0088,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0088,Oats,120.0,grain,false
MEAL-0088,"Bananas, raw",90.0,fruit,false
MEAL-0089,Oats,120.0,grain,true
MEAL-0437,"Sweet potato, unprepared, raw",80.0,veg,false
MEAL-0437,"Potatoes, skin, raw",80.0,veg,false
MEAL-0438,"Barley, hulled",120.0,grain,true
MEAL-0438,"Mushrooms, raw, white",80.0,veg,false
MEAL-0438,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0439,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0439,"Quinoa, cooked",120.0,grain,false
MEAL-0439,"Spinach, raw",80.0,veg,false
MEAL-0440,"Lentils, raw",150.0,protein_veg,true
MEAL-0440,"Bread, rye",120.0,grain,false
MEAL-0440,"Spinach, raw",80.0,veg,false
